Acc_X0;Acc_Y0;Acc_Z0;Gy_X0;Gy_Y0;De_Y0;De_Y0K;Gyro_Z0;De_Z0;De_Z0K;Yaw;Yaw_k;Pitch;Pitch_K;Acc_X1;Acc_Y1;Acc_Z1;Gy_X1;Gy_Y1;De_Y1;De_Y1K;Gyro_Z1;De_Z1;De_Z1K;Yaw1;Yaw1_k;Pitch1;Pitch1_K
-9.20;0.30;0.62;448;147;85.74;86.18;-621;3.85;3.45;0.82;0.73;0.12;0.02;-9.88;-1.31;-0.24;326;72;82.35;81.86;-113;-1.37;-1.40;-0.03;0.01;0.10;-0.03;
-9.14;0.23;0.62;242;118;85.88;86.18;-572;3.86;3.45;1.57;1.31;-0.32;-0.21;-9.85;-1.35;-0.27;238;44;82.03;81.86;-84;-1.56;-1.40;0.42;0.01;-0.33;-0.03;
-9.05;0.30;0.64;278;215;85.54;86.18;-672;4.04;3.46;0.04;0.43;1.16;0.74;-9.90;-1.35;-0.16;216;35;82.19;81.86;-51;-0.92;-1.40;0.92;0.01;-0.47;-0.03;
-9.12;0.21;0.56;238;98;86.28;86.18;-622;3.49;3.46;0.80;0.69;-0.62;-0.21;-9.89;-1.34;-0.21;233;6;82.21;81.86;-145;-1.22;-1.40;-0.51;0.01;-0.91;-0.03;
-9.17;0.18;0.63;444;213;85.92;86.18;-715;3.92;3.46;-0.62;-0.22;1.13;0.73;-9.90;-1.23;-0.08;232;59;82.89;81.86;-94;-0.45;-1.40;0.26;0.01;-0.10;-0.03;
-9.21;0.16;0.63;379;159;85.98;86.18;-632;3.90;3.46;0.65;0.39;0.31;0.43;-9.88;-1.26;-0.25;154;57;82.59;81.86;-164;-1.46;-1.40;-0.80;0.01;-0.13;-0.03;
-9.17;0.24;0.59;602;85;86.03;86.18;-709;3.68;3.46;-0.52;-0.25;-0.82;-0.44;-9.87;-1.32;-0.22;353;99;82.28;81.86;-85;-1.26;-1.40;0.40;0.01;0.51;-0.03;
-9.16;0.18;0.57;432;67;86.24;86.18;-665;3.58;3.46;0.15;0.03;-1.10;-0.90;-9.87;-1.37;-0.15;171;81;82.05;81.86;-166;-0.85;-1.40;-0.83;0.01;0.24;-0.03;
-9.20;0.34;0.54;410;99;86.03;86.18;-637;3.34;3.46;0.57;0.41;-0.61;-0.70;-9.84;-1.39;-0.23;236;60;81.87;81.86;-175;-1.32;-1.40;-0.97;0.01;-0.08;-0.03;
-9.20;0.20;0.61;446;107;86.00;86.17;-642;3.80;3.47;0.50;0.47;-0.49;-0.55;-9.85;-1.31;-0.19;352;57;82.35;81.86;-103;-1.09;-1.40;0.13;0.01;-0.13;-0.03;
-9.15;0.23;0.58;403;76;86.07;86.17;-640;3.66;3.47;0.53;0.51;-0.96;-0.84;-9.87;-1.43;-0.07;297;71;81.76;81.86;-72;-0.38;-1.39;0.60;0.01;0.08;-0.03;
-9.12;0.33;0.63;263;102;85.55;86.17;-559;3.94;3.47;1.77;1.39;-0.56;-0.65;-9.88;-1.24;-0.21;240;88;82.78;81.86;-154;-1.18;-1.39;-0.65;0.01;0.34;-0.03;
-9.17;0.30;0.52;489;93;86.27;86.16;-601;3.23;3.48;1.12;1.20;-0.70;-0.68;-9.89;-1.31;-0.18;178;70;82.36;81.86;-118;-1.06;-1.39;-0.10;0.01;0.07;-0.03;
-9.13;0.22;0.56;421;79;86.25;86.16;-621;3.48;3.48;0.82;0.94;-0.91;-0.84;-9.86;-1.31;-0.21;151;33;82.31;81.87;-185;-1.20;-1.39;-1.12;0.01;-0.50;-0.03;
-9.16;0.21;0.64;460;80;85.80;86.16;-618;3.98;3.49;0.86;0.89;-0.90;-0.88;-9.89;-1.25;-0.19;195;44;82.73;81.87;-122;-1.08;-1.39;-0.16;0.01;-0.33;-0.03;
-9.14;0.10;0.64;326;166;85.97;86.16;-576;3.97;3.49;1.51;1.32;0.41;0.02;-9.87;-1.32;-0.16;263;47;82.30;81.87;4;-0.93;-1.39;1.76;0.01;-0.28;-0.03;
-9.07;0.22;0.60;530;66;85.96;86.15;-618;3.79;3.50;0.86;1.00;-1.11;-0.77;-9.84;-1.29;-0.24;381;169;82.38;81.87;-10;-1.38;-1.39;1.55;0.01;1.58;-0.03;
-9.16;0.24;0.58;624;123;86.07;86.15;-657;3.64;3.50;0.27;0.49;-0.24;-0.40;-9.89;-1.22;-0.25;478;78;82.82;81.87;-79;-1.46;-1.39;0.49;0.01;0.19;-0.03;
-9.10;0.35;0.61;428;74;85.58;86.15;-666;3.84;3.50;0.13;0.24;-0.99;-0.81;-9.86;-1.13;-0.20;450;-2;83.36;81.87;-168;-1.14;-1.39;-0.86;0.01;-1.03;-0.03;
-9.15;0.20;0.57;313;120;86.22;86.15;-720;3.57;3.50;-0.69;-0.41;-0.29;-0.45;-9.85;-1.37;-0.16;196;-40;82.01;81.87;-149;-0.93;-1.39;-0.57;0.01;-1.61;-0.03;
-9.19;0.19;0.57;223;67;86.28;86.14;-671;3.54;3.50;0.06;-0.09;-1.10;-0.90;-9.87;-1.31;-0.24;311;23;82.34;81.87;-100;-1.38;-1.39;0.17;0.01;-0.65;-0.03;
-9.17;0.17;0.47;641;138;86.91;86.14;-714;2.90;3.50;-0.60;-0.44;-0.01;-0.28;-9.83;-1.42;-0.24;423;161;81.68;81.87;66;-1.36;-1.39;2.71;0.01;1.46;-0.03;
-9.14;0.38;0.64;362;26;85.34;86.14;-525;3.99;3.50;2.28;1.46;-1.72;-1.29;-9.90;-1.15;-0.25;152;150;83.19;81.87;-102;-1.43;-1.39;0.14;0.01;1.29;-0.03;
-9.15;0.27;0.65;819;85;85.63;86.13;-735;4.04;3.51;-0.92;-0.20;-0.82;-0.96;-9.97;-1.17;-0.24;223;93;83.19;81.87;-72;-1.36;-1.39;0.60;0.01;0.42;-0.03;
-9.14;0.26;0.52;526;138;86.40;86.13;-725;3.23;3.50;-0.77;-0.60;-0.01;-0.30;-9.87;-1.38;-0.33;378;23;81.79;81.87;-102;-1.90;-1.39;0.14;0.01;-0.65;-0.03;
-9.20;0.28;0.71;326;60;85.26;86.13;-573;4.40;3.51;1.55;0.90;-1.20;-0.93;-9.94;-1.08;-0.22;283;26;83.65;81.87;-208;-1.25;-1.39;-1.48;0.01;-0.60;-0.03;
-9.21;0.27;0.67;208;81;85.50;86.12;-648;4.18;3.51;0.41;0.56;-0.88;-0.90;-9.92;-1.21;-0.20;179;-5;82.97;81.87;-198;-1.12;-1.39;-1.32;0.01;-1.08;-0.03;
-9.13;0.22;0.58;300;184;86.12;86.12;-659;3.64;3.51;0.24;0.34;0.69;0.21;-9.90;-1.24;-0.17;104;-8;82.82;81.87;-151;-0.97;-1.39;-0.61;0.01;-1.12;-0.03;
-9.14;0.14;0.55;481;268;86.43;86.12;-788;3.47;3.51;-1.73;-1.10;1.97;1.44;-9.83;-1.31;-0.23;189;13;82.27;81.87;-6;-1.31;-1.39;1.61;0.01;-0.80;-0.03;
-9.14;0.31;0.42;526;171;86.76;86.13;-690;2.61;3.51;-0.23;-0.50;0.49;0.78;-9.88;-1.26;-0.15;357;76;82.68;81.87;-144;-0.84;-1.39;-0.50;0.01;0.16;-0.03;
-9.20;0.18;0.60;264;128;86.09;86.13;-671;3.76;3.51;0.06;-0.11;-0.17;0.12;-9.93;-1.21;-0.19;304;79;82.97;81.87;-126;-1.11;-1.39;-0.22;0.01;0.21;-0.03;
-9.11;0.17;0.72;600;138;85.33;86.13;-632;4.54;3.51;0.65;0.42;-0.01;0.03;-9.88;-1.33;-0.17;357;59;82.26;81.87;-184;-1.00;-1.39;-1.11;0.01;-0.10;-0.03;
-9.14;0.20;0.64;510;127;85.78;86.13;-680;4.02;3.51;-0.08;0.07;-0.18;-0.12;-9.92;-1.20;-0.13;253;84;83.05;81.87;-117;-0.75;-1.39;-0.09;0.01;0.28;-0.03;
-9.14;0.20;0.54;565;108;86.41;86.13;-689;3.36;3.51;-0.22;-0.13;-0.47;-0.36;-9.87;-1.32;-0.23;197;85;82.28;81.88;-131;-1.31;-1.39;-0.30;0.01;0.30;-0.03;
-9.13;0.27;0.53;565;138;86.26;86.13;-684;3.33;3.51;-0.14;-0.14;-0.01;-0.12;-9.92;-1.22;-0.19;304;80;82.91;81.88;-169;-1.09;-1.39;-0.88;0.01;0.22;-0.03;
-9.15;0.31;0.61;418;171;85.74;86.13;-657;3.80;3.51;0.27;0.15;0.49;0.31;-9.92;-1.25;-0.22;275;44;82.73;81.88;-162;-1.29;-1.39;-0.77;0.01;-0.33;-0.03;
-9.19;0.21;0.56;356;41;86.28;86.13;-642;3.49;3.51;0.50;0.39;-1.49;-0.95;-9.85;-1.27;-0.26;245;50;82.51;81.88;-141;-1.50;-1.39;-0.45;0.01;-0.24;-0.03;
-9.13;0.26;0.55;415;72;86.18;86.12;-670;3.46;3.51;0.07;0.17;-1.02;-1.00;-9.91;-1.29;-0.17;160;21;82.53;81.88;-109;-0.97;-1.39;0.04;0.01;-0.68;-0.03;
-9.18;0.20;0.59;542;121;86.10;86.12;-704;3.69;3.51;-0.45;-0.26;-0.27;-0.49;-9.92;-1.25;-0.23;215;9;82.70;81.88;-89;-1.34;-1.39;0.34;0.01;-0.86;-0.03;
-9.16;0.24;0.59;487;149;86.01;86.12;-666;3.70;3.51;0.13;0.01;0.15;-0.04;-9.85;-1.14;-0.30;262;33;83.17;81.88;-132;-1.71;-1.39;-0.32;0.01;-0.50;-0.03;
-9.29;0.05;0.60;211;262;86.28;86.12;-568;3.71;3.51;1.63;1.14;1.88;1.30;-9.93;-1.31;-0.12;299;95;82.45;81.88;-145;-0.71;-1.39;-0.51;0.01;0.45;-0.03;
-9.19;0.38;0.50;275;178;86.06;86.12;-702;3.13;3.52;-0.42;0.05;0.60;0.81;-9.90;-1.12;-0.26;156;71;83.37;81.88;-82;-1.51;-1.39;0.45;0.01;0.08;-0.03;
-9.12;0.14;0.58;265;72;86.28;86.13;-660;3.61;3.52;0.22;0.17;-1.02;-0.47;-9.91;-1.21;-0.19;139;6;82.93;81.88;-218;-1.08;-1.39;-1.63;0.01;-0.91;-0.03;
-9.26;0.15;0.53;353;119;86.63;86.12;-700;3.24;3.52;-0.39;-0.22;-0.30;-0.35;-9.91;-1.30;-0.19;256;11;82.46;81.88;-196;-1.08;-1.39;-1.29;0.01;-0.83;-0.03;
-9.15;0.22;0.53;475;122;86.40;86.12;-689;3.33;3.51;-0.22;-0.22;-0.26;-0.29;-9.90;-1.36;-0.11;280;35;82.13;81.88;-155;-0.66;-1.39;-0.67;0.01;-0.47;-0.03;
-9.11;0.13;0.61;553;105;86.10;86.12;-669;3.81;3.51;0.09;-0.01;-0.52;-0.45;-9.88;-1.36;-0.25;340;94;82.03;81.88;-111;-1.44;-1.39;0.01;0.01;0.44;-0.03;
-9.14;0.25;0.57;258;52;86.14;86.12;-621;3.54;3.52;0.82;0.57;-1.33;-1.06;-9.87;-1.35;-0.10;198;81;82.19;81.88;-179;-0.60;-1.39;-1.03;0.01;0.24;-0.03;
-9.15;0.17;0.60;569;73;86.11;86.12;-673;3.73;3.52;0.03;0.19;-1.01;-1.02;-9.86;-1.31;-0.19;326;101;82.33;81.88;-63;-1.10;-1.39;0.74;0.01;0.54;-0.03;
-9.20;0.26;0.54;473;81;86.29;86.11;-655;3.34;3.52;0.30;0.27;-0.88;-0.93;-9.91;-1.25;-0.27;329;39;82.64;81.88;-73;-1.53;-1.39;0.59;0.01;-0.40;-0.03;
-9.20;0.23;0.53;320;112;86.40;86.11;-634;3.30;3.52;0.62;0.51;-0.41;-0.57;-9.85;-1.37;-0.21;341;36;81.99;81.88;-168;-1.18;-1.39;-0.86;0.01;-0.45;-0.03;
-9.19;0.20;0.52;278;111;86.51;86.11;-644;3.26;3.52;0.47;0.48;-0.43;-0.47;-9.86;-1.38;-0.26;101;34;81.91;81.88;-166;-1.47;-1.39;-0.83;0.01;-0.48;-0.03;
-9.16;0.19;0.51;313;201;86.59;86.11;-713;3.19;3.52;-0.59;-0.26;0.95;0.52;-9.84;-1.35;-0.24;104;88;82.05;81.88;-106;-1.38;-1.39;0.08;0.01;0.34;-0.03;
-9.15;0.19;0.58;457;170;86.22;86.11;-701;3.60;3.52;-0.40;-0.36;0.48;0.49;-9.86;-1.42;-0.15;306;82;81.78;81.88;-143;-0.86;-1.39;-0.48;0.01;0.25;-0.03;
-9.15;0.20;0.50;577;187;86.62;86.11;-700;3.15;3.52;-0.39;-0.38;0.73;0.66;-9.90;-1.34;-0.21;266;77;82.19;81.88;-123;-1.22;-1.39;-0.18;0.01;0.18;-0.03;
-9.13;0.27;0.50;428;181;86.47;86.12;-713;3.11;3.51;-0.59;-0.52;0.64;0.65;-9.81;-1.30;-0.29;137;31;82.28;81.88;-87;-1.69;-1.39;0.37;0.01;-0.53;-0.03;
-9.18;0.23;0.49;295;140;86.64;86.12;-693;3.05;3.51;-0.28;-0.35;0.02;0.21;-9.91;-1.33;-0.22;205;55;82.23;81.88;-74;-1.27;-1.39;0.57;0.01;-0.16;-0.03;
-9.17;0.22;0.58;425;116;86.10;86.12;-654;3.65;3.51;0.32;0.11;-0.35;-0.18;-9.94;-1.26;-0.28;278;21;82.59;81.88;-140;-1.61;-1.39;-0.44;0.01;-0.68;-0.03;
-9.21;0.21;0.60;405;139;86.02;86.12;-688;3.75;3.51;-0.20;-0.11;0.00;-0.05;-9.84;-1.27;-0.34;297;66;82.38;81.88;-100;-1.95;-1.39;0.17;0.01;0.01;-0.03;
-9.14;0.05;0.56;328;189;86.50;86.12;-712;3.48;3.51;-0.57;-0.43;0.77;0.52;-9.94;-1.37;-0.12;189;22;82.12;81.88;-113;-0.71;-1.39;-0.03;0.01;-0.66;-0.03;
-9.23;0.19;0.48;609;71;86.81;86.12;-707;2.96;3.51;-0.49;-0.47;-1.04;-0.56;-9.95;-1.35;-0.26;405;59;82.15;81.88;-90;-1.46;-1.39;0.33;0.01;-0.10;-0.03;
-9.13;0.21;0.49;365;61;86.64;86.12;-608;3.10;3.51;1.02;0.56;-1.19;-1.00;-9.86;-1.50;-0.29;174;47;81.21;81.88;-150;-1.69;-1.39;-0.59;0.01;-0.28;-0.03;
-9.18;0.20;0.46;419;111;86.87;86.12;-647;2.88;3.51;0.42;0.47;-0.43;-0.60;-9.89;-1.41;-0.18;125;34;81.84;81.88;-154;-1.01;-1.39;-0.65;0.01;-0.48;-0.03;
-9.10;0.16;0.49;340;118;86.73;86.12;-648;3.11;3.51;0.41;0.42;-0.32;-0.40;-9.82;-1.33;-0.17;188;106;82.24;81.88;-113;-1.01;-1.39;-0.03;0.01;0.62;-0.03;
-9.09;0.17;0.53;387;101;86.47;86.12;-637;3.37;3.51;0.57;0.53;-0.58;-0.52;-9.87;-1.43;-0.19;180;58;81.68;81.88;-201;-1.11;-1.39;-1.37;0.01;-0.11;-0.03;
-9.13;0.16;0.56;414;97;86.37;86.12;-668;3.50;3.51;0.10;0.23;-0.64;-0.60;-9.88;-1.28;-0.25;114;64;82.50;81.88;-161;-1.43;-1.39;-0.76;0.01;-0.02;-0.03;
-9.10;0.14;0.57;413;134;86.31;86.11;-668;3.59;3.51;0.10;0.14;-0.07;-0.23;-9.85;-1.42;-0.17;146;56;81.76;81.88;-112;-1.00;-1.39;-0.01;0.01;-0.15;-0.03;
-9.17;0.21;0.50;396;143;86.64;86.12;-697;3.10;3.51;-0.34;-0.20;0.06;-0.03;-9.81;-1.34;-0.22;148;74;82.14;81.88;-163;-1.26;-1.39;-0.79;0.01;0.13;-0.03;
-9.16;0.20;0.48;550;117;86.76;86.12;-716;2.98;3.51;-0.63;-0.50;-0.33;-0.24;-9.90;-1.40;-0.25;216;32;81.80;81.88;-77;-1.45;-1.39;0.52;0.01;-0.51;-0.03;
-9.10;0.20;0.64;684;132;85.77;86.11;-710;4.04;3.51;-0.54;-0.53;-0.10;-0.15;-9.90;-1.35;-0.16;401;59;82.19;81.88;-89;-0.92;-1.39;0.34;0.01;-0.10;-0.03;
-9.08;0.06;0.58;390;128;86.31;86.11;-658;3.67;3.51;0.25;0.02;-0.17;-0.16;-9.85;-1.37;-0.21;253;48;81.96;81.88;-129;-1.24;-1.39;-0.27;0.01;-0.27;-0.03;
-9.08;0.18;0.57;433;115;86.25;86.11;-697;3.57;3.51;-0.34;-0.23;-0.36;-0.30;-9.86;-1.35;-0.20;344;82;82.13;81.88;-64;-1.17;-1.39;0.72;0.01;0.25;-0.03;
-9.12;0.19;0.57;565;31;86.23;86.11;-627;3.58;3.51;0.73;0.44;-1.65;-1.24;-9.92;-1.30;-0.24;274;45;82.40;81.88;-108;-1.40;-1.39;0.05;0.01;-0.31;-0.03;
-9.19;0.14;0.44;617;73;87.12;86.11;-673;2.75;3.51;0.03;0.15;-1.01;-1.08;-9.82;-1.43;-0.24;275;67;81.57;81.88;-85;-1.41;-1.39;0.40;0.01;0.02;-0.03;
-9.10;0.25;0.50;292;146;86.46;86.11;-612;3.17;3.51;0.96;0.71;0.11;-0.25;-9.94;-1.41;-0.28;223;55;81.79;81.88;-140;-1.62;-1.39;-0.44;0.01;-0.16;-0.03;
-9.18;0.27;0.47;132;78;86.63;86.11;-613;2.90;3.51;0.94;0.87;-0.93;-0.72;-9.84;-1.32;-0.27;109;23;82.21;81.88;-186;-1.56;-1.39;-1.14;0.01;-0.65;-0.03;
-9.18;-0.02;0.63;369;124;86.09;86.10;-662;3.91;3.51;0.19;0.40;-0.23;-0.38;-9.89;-1.43;-0.09;239;-1;81.74;81.88;-100;-0.50;-1.39;0.17;0.01;-1.02;-0.03;
-9.17;0.19;0.48;681;126;86.78;86.10;-672;2.99;3.51;0.04;0.15;-0.20;-0.25;-9.87;-1.26;-0.25;393;76;82.60;81.88;-42;-1.43;-1.39;1.06;0.01;0.16;-0.03;
-9.14;0.22;0.59;594;127;86.05;86.10;-691;3.69;3.51;-0.25;-0.13;-0.18;-0.20;-9.92;-1.33;-0.22;315;79;82.25;81.88;-31;-1.26;-1.38;1.23;0.01;0.21;-0.03;
-9.10;0.25;0.60;430;127;85.90;86.10;-652;3.78;3.52;0.35;0.20;-0.18;-0.19;-9.90;-1.31;-0.30;270;64;82.25;81.88;-92;-1.74;-1.38;0.30;0.01;-0.02;-0.03;
-9.14;0.22;0.58;470;133;86.08;86.10;-669;3.66;3.52;0.09;0.12;-0.09;-0.12;-9.88;-1.40;-0.20;241;83;81.86;81.88;-126;-1.15;-1.38;-0.22;0.01;0.27;-0.03;
-9.16;0.22;0.57;593;174;86.16;86.10;-699;3.58;3.52;-0.37;-0.22;0.54;0.34;-9.88;-1.37;-0.25;351;85;81.98;81.88;-110;-1.43;-1.38;0.02;0.01;0.30;-0.03;
-9.14;0.24;0.58;405;187;86.08;86.10;-671;3.63;3.52;0.06;-0.03;0.73;0.61;-9.87;-1.31;-0.17;340;82;82.40;81.88;-147;-0.99;-1.38;-0.54;0.01;0.25;-0.03;
-9.13;0.23;0.54;332;238;86.35;86.11;-708;3.37;3.52;-0.51;-0.36;1.51;1.24;-9.85;-1.27;-0.16;186;49;82.62;81.88;-156;-0.91;-1.38;-0.68;0.01;-0.25;-0.03;
-9.20;0.21;0.61;437;181;86.01;86.11;-718;3.77;3.51;-0.66;-0.57;0.64;0.82;-9.87;-1.26;-0.24;146;38;82.61;81.88;-126;-1.40;-1.38;-0.22;0.01;-0.42;-0.03;
-9.14;0.16;0.55;486;194;86.44;86.11;-726;3.42;3.51;-0.78;-0.72;0.84;0.84;-9.90;-1.44;-0.30;222;-5;81.54;81.88;-131;-1.74;-1.38;-0.30;0.01;-1.08;-0.03;
-9.19;0.26;0.66;469;152;85.60;86.12;-747;4.09;3.51;-1.10;-0.99;0.20;0.39;-9.95;-1.30;-0.23;148;32;82.44;81.88;-190;-1.30;-1.38;-1.20;0.01;-0.51;-0.03;
-9.22;0.12;0.62;434;205;86.10;86.12;-733;3.84;3.51;-0.89;-0.92;1.01;0.82;-9.88;-1.37;-0.18;263;-24;82.01;81.88;-183;-1.06;-1.39;-1.09;0.01;-1.37;-0.03;
-9.16;0.12;0.57;631;64;86.39;86.12;-732;3.53;3.50;-0.88;-0.89;-1.14;-0.55;-9.87;-1.39;-0.21;381;63;81.90;81.88;-66;-1.19;-1.38;0.69;0.01;-0.04;-0.03;
-9.12;0.24;0.63;11;160;85.77;86.12;-697;3.95;3.50;-0.34;-0.51;0.32;0.06;-9.87;-1.30;-0.14;20;20;82.48;81.88;-157;-0.81;-1.38;-0.70;0.01;-0.69;-0.03;
-9.20;0.00;0.45;600;168;87.21;86.12;-672;2.79;3.50;0.04;-0.13;0.44;0.33;-9.87;-1.50;-0.16;339;29;81.32;81.88;-152;-0.89;-1.38;-0.62;0.01;-0.56;-0.03;
-9.12;0.28;0.51;894;46;86.34;86.12;-664;3.20;3.50;0.16;0.08;-1.42;-0.89;-9.95;-1.30;-0.23;402;53;82.42;81.88;-174;-1.32;-1.38;-0.96;0.01;-0.19;-0.03;
-9.11;0.18;0.55;422;102;86.38;86.12;-680;3.43;3.50;-0.08;-0.03;-0.56;-0.66;-9.90;-1.31;-0.30;180;33;82.29;81.88;-182;-1.73;-1.38;-1.08;0.01;-0.50;-0.03;
-9.19;0.06;0.55;281;144;86.53;86.12;-701;3.45;3.50;-0.40;-0.29;0.08;-0.15;-9.89;-1.43;-0.27;146;40;81.66;81.88;-75;-1.55;-1.38;0.55;0.01;-0.39;-0.03;
-9.13;0.25;0.58;215;166;86.04;86.12;-616;3.63;3.50;0.90;0.54;0.41;0.24;-9.87;-1.45;-0.21;223;33;81.54;81.88;-141;-1.21;-1.38;-0.45;0.01;-0.50;-0.03;
-9.06;0.14;0.50;407;171;86.71;86.12;-613;3.17;3.50;0.94;0.82;0.49;0.42;-9.87;-1.43;-0.18;199;99;81.67;81.88;-123;-1.03;-1.38;-0.18;0.01;0.51;-0.03;
-9.11;0.07;0.44;686;133;87.22;86.12;-624;2.74;3.50;0.77;0.79;-0.09;0.06;-9.93;-1.47;-0.26;331;96;81.47;81.88;-108;-1.46;-1.38;0.05;0.01;0.47;-0.03;
-9.17;0.18;0.41;476;56;87.18;86.12;-619;2.58;3.50;0.85;0.83;-1.27;-0.86;-9.84;-1.49;-0.18;351;71;81.30;81.88;-104;-1.03;-1.38;0.11;0.01;0.08;-0.03;
-9.15;0.11;0.42;426;-1;87.25;86.12;-595;2.66;3.50;1.22;1.10;-2.14;-1.75;-9.90;-1.46;-0.15;346;50;81.55;81.88;-89;-0.86;-1.38;0.34;0.01;-0.24;-0.03;
-9.15;0.37;0.50;644;42;86.10;86.11;-613;3.15;3.51;0.94;0.99;-1.48;-1.56;-9.95;-1.31;-0.28;320;47;82.32;81.88;26;-1.62;-1.38;2.10;0.01;-0.28;-0.03;
-9.18;0.27;0.60;49;105;85.87;86.11;-672;3.76;3.51;0.04;0.33;-0.52;-0.83;-9.93;-1.42;-0.23;-127;-60;81.76;81.88;-143;-1.34;-1.38;-0.48;0.01;-1.92;-0.03;
-9.14;0.02;0.53;176;113;86.69;86.11;-568;3.30;3.51;1.63;1.23;-0.39;-0.53;-9.87;-1.43;-0.13;225;8;81.75;81.88;-159;-0.75;-1.38;-0.73;0.01;-0.88;-0.03;
-9.13;0.27;0.57;520;118;86.05;86.10;-707;3.57;3.52;-0.49;0.03;-0.32;-0.38;-9.95;-1.46;-0.12;318;79;81.62;81.88;-31;-0.71;-1.38;1.23;0.01;0.21;-0.03;
-9.16;0.07;0.56;387;46;86.45;86.10;-596;3.52;3.52;1.20;0.85;-1.42;-1.10;-9.85;-1.46;-0.12;281;117;81.56;81.88;-127;-0.70;-1.38;-0.24;0.01;0.79;-0.03;
-9.20;0.17;0.62;419;30;86.00;86.10;-655;3.86;3.52;0.30;0.47;-1.66;-1.49;-9.90;-1.44;-0.20;395;118;81.63;81.88;-73;-1.16;-1.38;0.59;0.01;0.80;-0.03;
-9.21;0.11;0.49;767;56;86.90;86.09;-648;3.03;3.52;0.41;0.42;-1.27;-1.33;-9.92;-1.39;-0.26;329;149;81.91;81.88;-55;-1.46;-1.38;0.86;0.01;1.27;-0.03;
-9.11;0.35;0.50;505;108;86.17;86.09;-673;3.15;3.52;0.03;0.15;-0.47;-0.73;-9.84;-1.40;-0.25;224;104;81.77;81.88;-97;-1.45;-1.38;0.22;0.01;0.59;-0.03;
-9.14;0.13;0.57;70;209;86.36;86.09;-593;3.54;3.52;1.25;0.91;1.07;0.52;-9.87;-1.30;-0.23;105;35;82.37;81.88;-201;-1.35;-1.38;-1.37;0.01;-0.47;-0.03;
-9.16;0.16;0.63;534;131;85.97;86.09;-708;3.91;3.53;-0.51;-0.08;-0.12;0.08;-9.82;-1.52;-0.22;203;79;81.12;81.88;-48;-1.27;-1.38;0.97;0.01;0.21;-0.03;
-9.15;0.15;0.57;297;105;86.34;86.09;-644;3.54;3.53;0.47;0.30;-0.52;-0.34;-9.84;-1.37;-0.23;135;16;81.98;81.88;-88;-1.35;-1.38;0.36;0.01;-0.76;-0.03;
-9.06;0.18;0.67;674;91;85.62;86.09;-649;4.22;3.53;0.39;0.36;-0.73;-0.61;-9.87;-1.37;-0.19;341;34;82.05;81.88;-112;-1.10;-1.38;-0.01;0.01;-0.48;-0.03;
-9.22;0.11;0.59;626;140;86.26;86.09;-702;3.68;3.53;-0.42;-0.18;0.02;-0.17;-9.91;-1.43;-0.24;223;49;81.67;81.88;-91;-1.37;-1.38;0.31;0.01;-0.25;-0.03;
-9.15;0.24;0.58;704;70;86.08;86.08;-680;3.63;3.53;-0.08;-0.11;-1.05;-0.78;-9.88;-1.37;-0.27;345;86;81.97;81.88;-75;-1.54;-1.38;0.55;0.01;0.31;-0.03;
-9.19;0.34;0.63;473;180;85.57;86.08;-693;3.89;3.53;-0.28;-0.23;0.63;0.20;-9.95;-1.33;-0.28;272;42;82.23;81.88;-90;-1.58;-1.38;0.33;0.01;-0.36;-0.03;
-9.17;0.06;0.52;197;170;86.74;86.08;-695;3.23;3.53;-0.31;-0.29;0.48;0.39;-9.87;-1.44;-0.21;68;18;81.62;81.88;-93;-1.23;-1.38;0.28;0.01;-0.73;-0.03;
-9.21;0.08;0.51;434;89;86.80;86.09;-651;3.16;3.53;0.36;0.16;-0.76;-0.41;-9.87;-1.40;-0.24;369;77;81.84;81.88;-86;-1.36;-1.38;0.39;0.01;0.18;-0.03;
-9.15;0.29;0.58;375;100;85.98;86.08;-668;3.60;3.53;0.10;0.12;-0.59;-0.54;-9.90;-1.36;-0.28;408;86;82.00;81.88;-116;-1.62;-1.38;-0.07;0.01;0.31;-0.03;
-9.11;0.25;0.72;407;143;85.23;86.08;-676;4.49;3.53;-0.02;0.02;0.06;-0.12;-9.95;-1.26;-0.22;287;33;82.67;81.88;-138;-1.28;-1.38;-0.41;0.01;-0.50;-0.03;
-9.17;0.09;0.55;393;85;86.51;86.08;-678;3.44;3.53;-0.05;-0.03;-0.82;-0.61;-9.86;-1.41;-0.35;168;39;81.63;81.88;-95;-2.02;-1.38;0.25;0.01;-0.40;-0.03;
-9.13;0.12;0.65;376;102;85.87;86.08;-669;4.06;3.53;0.09;0.05;-0.56;-0.58;-9.87;-1.33;-0.17;310;50;82.28;81.88;-152;-0.97;-1.38;-0.62;0.01;-0.24;-0.03;
-9.15;0.26;0.42;322;200;86.89;86.08;-717;2.64;3.53;-0.65;-0.44;0.93;0.48;-9.83;-1.29;-0.19;135;47;82.45;81.88;-120;-1.12;-1.38;-0.13;0.01;-0.28;-0.03;
-9.15;0.17;0.54;269;146;86.46;86.08;-773;3.37;3.53;-1.50;-1.18;0.11;0.22;-9.91;-1.39;-0.26;141;73;81.89;81.88;-122;-1.48;-1.38;-0.16;0.01;0.11;-0.03;
